country,year,value,unit,component,sector,data_source
Poland,2018,0.03,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Poland,2019,0.1,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Poland,2020,0.17,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Poland,2021,0.05,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2000,0.43,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2001,0.48,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2002,0.3,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2003,0.09,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2004,0.09,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2005,0.08,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2006,0.1,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2007,0.19,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2008,0.05,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2009,0.08,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2010,0.04,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2011,0.17,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2012,0.09,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2013,0.28,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2014,0.27,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2015,0.22,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2017,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Portugal,2021,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2008,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2009,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2010,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2011,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2012,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2013,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2014,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2015,0.03,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2017,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Slovak Republic,2021,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2000,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2001,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2002,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2003,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2004,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2005,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2006,2.25,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2007,3.26,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2008,5.18,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2009,0.37,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2010,10.03,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2011,0.55,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2012,5.48,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2013,3.04,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2014,3.31,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2015,5.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2016,1.16,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2017,0.63,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2018,8.2,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2019,1.73,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Spain,2020,1.49,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2000,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2001,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2002,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2003,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2004,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2005,0.75,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2006,1.13,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2007,0.84,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2008,1.79,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2009,1.51,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2010,11.62,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2011,9.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2012,1.31,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2013,2.31,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2014,6.3,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2015,4.64,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2016,5.48,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2017,2.92,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2018,4.45,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2019,5.39,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2020,6.77,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Sweden,2021,5.29,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2000,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2001,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2002,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2003,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2004,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2005,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2006,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2007,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2008,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2009,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2010,0.03,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2011,0.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2012,0.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2013,0.01,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2014,0.01,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2015,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2017,0.12,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2019,0.49,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2020,0.22,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Switzerland,2021,0.21,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2000,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2001,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2002,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2003,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2004,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2005,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2006,0.09,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2007,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2008,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2009,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2014,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2015,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2016,0.11,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2017,0.06,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2018,0.06,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2019,0.05,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2020,0.3,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Türkiye,2021,0.96,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2000,0.94,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2001,2.3,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2002,5.64,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2003,4.39,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2004,10.8,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2005,2.63,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2006,8.21,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2007,8.37,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2008,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2009,14,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2010,41.56,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2011,17.89,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2012,21.16,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2013,61.74,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2014,55.5,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2015,29.61,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2016,36.46,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2017,15.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2018,26.15,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2019,40.03,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2020,33.17,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United Kingdom,2021,30.09,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2000,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2001,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2002,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2003,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2004,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2005,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2006,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2007,1.65,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2008,13.51,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2009,31.14,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2010,41.85,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2011,30.35,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2012,40.71,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2013,51.6,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2014,47.5,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2015,99.92,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2017,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
United States,2021,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2011,6.66,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2012,0.39,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2013,0.39,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2014,0.23,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2015,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2017,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Estonia,2021,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2013,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2014,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2015,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2016,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2017,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2018,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Brazil,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Lithuania,2019,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Lithuania,2020,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
Lithuania,2021,0,USD (1000000),ocean and offshore energy,Ocean Energy,oecd sustainable ocean economy
